,PA,cover,suitability9,suitability12,bathy_m,slope,bpi_broad,bpi_fine,sub_type,rei,temp1m_median,temp1m_qrange,ws1m_q90,coords$lat,coords$lon
8,0,0,NA,NA,-4.9375,NA,51,14,0,0.000981247,NA,NA,NA,45.35316351,-60.97181541
9,0,0,186,135,-4.901474953,2.190562963,46,6,0,0.156527147,NA,NA,NA,45.35252196,-60.95351839
10,0,0,NA,NA,-2.855499983,NA,55,8,0,0.023139663,NA,NA,NA,45.35153761,-61.02281097
11,0,0,62,73,-8.095399857,2.250249386,40,8,0,0.375189185,NA,NA,NA,45.34956846,-60.92949743
12,0,0,550,244,-6.120999813,0.522033691,48,3,0,0.066629149,NA,NA,NA,45.34780312,-60.97156014
13,0,0,265,149,-7.779970646,15.24016571,43,1,0,0.015568888,NA,NA,NA,45.34559234,-60.98906328
14,0,0,145,117,-3.397500038,2.574091673,45,7,0,0.300406218,NA,NA,NA,45.34289205,-60.94359022
16,0,0,NA,NA,-2.597418547,1.299071908,38,6,0,NA,NA,NA,NA,45.31278322,-60.96879166
18,0,0,NA,NA,-3.210249901,2.87378335,24,9,0,NA,NA,NA,NA,45.28308381,-60.96405052
19,0,0,82,113,-5.480999947,2.463450909,21,1,0,0.201592311,NA,NA,NA,45.25353838,-61.04004329
20,0,0,253,113,-4.759571075,4.390132427,4,0,1,0.000899172,NA,NA,NA,45.23317691,-61.77021905
21,0,0,NA,NA,-5.693610668,5.922494411,4,1,1,NA,NA,NA,NA,45.22831225,-61.75739428
22,0,0,157,150,-4.143109798,3.506291628,2,2,1,0.002205824,NA,NA,NA,45.21757422,-61.72642452
23,0,0,139,94,-7.964075089,3.837179422,2,3,1,0.001595871,NA,NA,NA,45.21512875,-61.73316533
24,0,0,164,187,-6.631102085,0.365463078,1,0,1,0.002780296,NA,NA,NA,45.21248979,-61.72252647
25,0,0,129,183,-3.457413435,3.731480837,2,2,3,0.002636217,NA,NA,NA,45.20584033,-61.7195556
26,0,0,NA,NA,-1.898414731,NA,7,7,3,0.002400235,NA,NA,NA,45.20046572,-61.71789365
27,0,0,309,375,-1.308737159,1.989614725,10,0,1,0.000898183,NA,NA,NA,45.19834569,-61.67026025
28,0,0,283,310,-3.68902564,0.536100507,8,-1,1,0.001230891,NA,NA,NA,45.19546939,-61.66676249
29,0,0,495,496,-0.146018192,1.446789145,12,3,3,0.0017368,NA,NA,NA,45.19066663,-61.66019129
30,0,0,303,347,-3.818850517,0.320319742,8,0,1,0.001726283,NA,NA,NA,45.19040383,-61.66465301
31,0,0,197,199,-5.964390278,0.496662289,6,-1,1,0.005789598,NA,NA,NA,45.18243553,-61.65682046
32,0,0,NA,NA,0.363784105,NA,12,10,3,0.000736247,NA,NA,NA,45.18091207,-61.71610525
33,0,0,156,175,-7.464652061,1.042724967,6,-1,1,0.031563349,NA,NA,NA,45.18018352,-61.65286414
34,0,0,332,365,-1.852685571,2.501671314,17,0,3,0.122215375,NA,NA,NA,45.17731043,-61.45114172
35,0,0,205,183,-5.217710018,1.045653582,8,0,1,0.003389238,NA,NA,NA,45.17894988,-61.65512056
36,0,0,224,301,-3.720848799,0.217839077,16,0,1,0.174849153,NA,NA,NA,45.17443363,-61.44810171
37,0,0,212,169,-4.611757755,3.563736439,8,1,1,0.023608716,NA,NA,NA,45.17578444,-61.65385876
38,0,0,92,163,-2.892157555,1.656562567,17,2,3,0.290104449,NA,NA,NA,45.17144733,-61.43704765
39,0,0,269,152,-4.13284111,3.707270384,9,7,1,0.001426897,NA,NA,NA,45.17454225,-61.71001237
40,0,0,95,157,-5.467635155,0.425469637,14,0,1,0.225342482,NA,NA,NA,45.17064222,-61.4473139
42,0,0,153,160,-6.022661209,1.088881731,6,0,1,0.003565167,NA,NA,NA,45.17161089,-61.64727598
43,0,0,NA,NA,-2.330492258,NA,11,10,1,NA,NA,NA,NA,45.17102206,-61.70519241
44,0,0,308,210,-3.701065302,2.49922514,10,3,0,0.002163245,NA,NA,NA,45.16936385,-61.64376605
45,0,0,270,243,-2.957405806,1.781139255,18,3,3,0.142188311,NA,NA,NA,45.16691128,-61.45097826
46,0,0,331,213,-3.328620195,6.425028801,11,4,3,0.081049107,NA,NA,NA,45.16914904,-61.65223354
48,0,0,169,117,-9.365418434,5.205289841,5,-1,0,0.03362688,NA,NA,NA,45.16783652,-61.64781071
49,0,0,344,288,-2.619120121,2.450774431,12,4,0,0.001714422,NA,NA,NA,45.16780485,-61.64513919
52,0,0,405,454,-0.905704975,1.677762866,13,4,2,0.000768268,NA,NA,NA,45.16554715,-61.64073911
53,0,0,126,263,-1.750622272,0.579621315,18,5,3,0.393637449,NA,NA,NA,45.1630836,-61.44751927
55,0,0,179,119,-10.69093132,1.380671024,4,-2,1,0.083717339,NA,NA,NA,45.16500706,-61.64832302
57,0,0,72,91,-3.612134457,1.954670191,19,12,3,0.492923856,NA,NA,NA,45.16109947,-61.41773629
59,0,0,51,71,-6.209321976,4.155769348,14,7,3,0.533664048,NA,NA,NA,45.16085229,-61.4226417
61,0,0,53,74,-7.493813992,2.062922716,14,3,3,0.486519665,NA,NA,NA,45.16081839,-61.44312757
62,0,0,690,727,-0.213161588,0.368283659,16,0,1,0.045036282,NA,NA,NA,45.16186493,-61.5464162
64,0,0,NA,NA,0.366762459,NA,16,0,1,0.000798068,NA,NA,NA,45.16185347,-61.57046444
66,0,0,152,161,-6.81088829,1.076134562,8,2,0,0.093230836,NA,NA,NA,45.16216178,-61.64749964
67,0,0,54,75,-7.684306145,1.549549937,12,0,3,0.486097366,NA,NA,NA,45.15960712,-61.44672308
68,0,0,356,560,-0.492907852,1.525505424,13,11,3,0.085065164,NA,NA,NA,45.16165266,-61.6577543
69,0,0,620,571,0.22655049,0,16,0,1,0.001233069,NA,NA,NA,45.16029538,-61.57183937
70,0,0,78,137,-5.195964336,0.400668085,12,2,3,0.337083787,NA,NA,NA,45.15936475,-61.49927661
72,0,0,165,157,-3.016819477,0.975748777,19,5,3,0.382563084,NA,NA,NA,45.15846811,-61.45566016
73,0,0,127,125,-7.006731033,3.209413528,8,3,0,0.0936426,NA,NA,NA,45.16056582,-61.64575612
75,0,0,508,621,-0.076348662,0.7005077,15,6,0,0.11255005,NA,NA,NA,45.1594937,-61.63509399
76,0,0,NA,NA,0.591516078,NA,16,0,1,NA,NA,NA,NA,45.15874283,-61.5736594
78,0,0,56,88,-6.177869797,1.212652326,10,0,3,0.391411781,NA,NA,NA,45.15743992,-61.49665536
79,0,0,133,168,-4.854445457,2.590275288,7,6,3,0.05537327,NA,NA,NA,45.15929945,-61.67205956
80,0,0,619,505,0.656141877,0,16,0,1,0.001456249,NA,NA,NA,45.15815179,-61.57679127
83,0,0,105,101,-8.208165169,2.708963394,7,3,3,0.116071284,NA,NA,NA,45.15835046,-61.644918
87,0,0,178,181,-6.056108952,0.585722566,9,2,0,0.117886357,NA,NA,NA,45.15697926,-61.63559932
88,0,0,99,110,-6.921360016,2.309628963,8,5,0,0.14244473,NA,NA,NA,45.15675447,-61.64317466
90,0,0,156,165,-3.533192873,2.875777006,12,4,0,0.156547979,NA,NA,NA,45.15628003,-61.62982726
91,0,0,599,629,-1.921147585,0.391694993,15,0,1,0.045047455,NA,NA,NA,45.1555654,-61.57151227
92,0,0,266,190,-5.091134071,0.620375454,10,5,0,0.14283824,NA,NA,NA,45.15606624,-61.63829284
93,0,0,134,145,-6.45533514,1.08500433,9,5,0,0.120716162,NA,NA,NA,45.15578309,-61.64097129
94,0,0,105,97,-9.851445198,1.369484663,5,-1,0,0.157220185,NA,NA,NA,45.15536714,-61.63252083
96,0,0,203,166,-4.422516823,2.784415007,11,4,0,0.100594759,NA,NA,NA,45.15467311,-61.62719411
97,0,0,101,110,-6.962175846,2.316846848,8,3,0,0.143629864,NA,NA,NA,45.15447014,-61.63654976
99,0,0,79,81,-5.451193333,1.022953153,15,6,3,0.557688653,NA,NA,NA,45.15125447,-61.45808128
101,0,0,53,70,-9.666642189,1.267670393,7,1,3,0.44781965,NA,NA,NA,45.15091366,-61.50350568
102,0,0,107,129,-6.218389034,1.517705917,8,2,2,0.132347643,NA,NA,NA,45.15215336,-61.62725462
103,0,0,109,197,-1.272157311,1.925153971,17,6,3,0.350519896,NA,NA,NA,45.15087096,-61.5244334
104,0,0,58,85,-7.38563776,1.147983313,9,3,3,0.403715461,NA,NA,NA,45.15053444,-61.49861792
105,0,0,51,76,-8.011187553,2.671179056,8,1,3,0.404647231,NA,NA,NA,45.15044057,-61.49149649
106,0,0,56,82,-7.367343903,1.122629762,12,4,1,0.45068571,NA,NA,NA,45.15001359,-61.48304819
107,0,0,173,206,-3.302931547,1.843462467,11,4,1,0.128974259,NA,NA,NA,45.15146983,-61.62281852
108,0,0,250,479,-0.511356831,1.374882579,16,5,3,0.200998947,NA,NA,NA,45.15059826,-61.57742456
111,0,0,66,107,-4.694219112,1.782396913,12,3,3,0.296060413,NA,NA,NA,45.14930625,-61.54985216
112,0,0,97,152,-3.155749559,2.560423136,14,5,3,0.235153988,NA,NA,NA,45.14913767,-61.5614325
114,0,0,78,113,-6.828013897,1.380388737,9,5,3,0.187710986,NA,NA,NA,45.14936673,-61.63132864
115,0,0,53,77,-6.266951084,1.435539961,11,7,3,0.487085164,NA,NA,NA,45.14761191,-61.49201634
116,0,0,70,85,-4.226666927,1.240842581,14,8,3,0.560557246,NA,NA,NA,45.14726807,-61.46620272
117,0,0,67,112,-3.733096361,1.331532001,14,7,3,0.402156591,NA,NA,NA,45.14739495,-61.52363266
118,0,0,55,82,-6.126057625,2.134588957,12,6,3,0.381755233,NA,NA,NA,45.14716612,-61.53031684
119,0,0,194,147,-5.244702339,5.835820198,10,9,1,0.051368896,NA,NA,NA,45.14860067,-61.6731985
120,0,0,95,136,-8.426815033,0.576828361,9,1,1,0.173197716,NA,NA,NA,45.1472983,-61.56548574
121,0,0,65,96,-7.414992332,2.681927681,9,2,3,0.204185054,NA,NA,NA,45.14693856,-61.56193304
123,0,0,85,161,-2.535983801,3.327442169,13,7,3,0.254502714,NA,NA,NA,45.14596784,-61.5851083
124,0,0,76,116,-6.960659504,1.155905366,10,4,3,0.194448486,NA,NA,NA,45.1451812,-61.62386037
125,0,0,312,293,-2.485856771,2.670778751,16,14,3,0.08203207,NA,NA,NA,45.14253839,-61.66666142
130,0,0,129,114,-8.985155106,4.739241123,9,7,1,0.055053473,NA,NA,NA,45.13803494,-61.65875376
131,0,0,52,74,-11.13126087,1.78503418,10,1,2,0.401747912,NA,NA,NA,45.13666831,-61.54705663
132,0,0,64,94,-6.185871124,1.722112417,13,3,3,0.286448181,NA,NA,NA,45.1364381,-61.55373949
134,0,0,312,378,-1.838715434,3.238495111,15,12,3,0.053025778,NA,NA,NA,45.13613988,-61.65835306
135,0,0,59,100,-7.702846527,0.51917249,12,1,3,0.414341867,NA,NA,NA,45.13273532,-61.53513866
137,0,0,339,364,-2.195937872,2.740894794,17,14,3,0.053002667,NA,NA,NA,45.13167788,-61.65400672
138,0,0,NA,NA,-1.100000024,NA,1,0,1,NA,21.25,0.266000003,0.017999999,45.1345727,-61.9966808
140,0,0,208,409,-0.430905461,1.399820805,20,8,3,0.260409623,NA,NA,NA,45.12824486,-61.60423957
141,0,0,NA,NA,-0.699999988,NA,1,0,1,NA,21.25300026,0.328999996,0.032000002,45.13197406,-61.98782438
142,0,0,83,120,-4.026405334,0.974270165,17,1,3,0.4269256,NA,NA,NA,45.12662357,-61.54998205
143,0,0,NA,NA,-1.899999976,0.591022193,0,0,1,NA,21.44799995,0.388999999,0.034000002,45.1297532,-61.98608334
144,0,0,61,84,-4.5129776,1.519842744,16,2,3,0.516255677,NA,NA,NA,45.1244721,-61.52956466
145,0,0,119,187,-2.244979143,1.18201673,19,2,3,0.378879607,NA,NA,NA,45.12355289,-61.55629033
146,0,0,59,89,-6.929772377,0.9894014,15,0,3,0.428732604,NA,NA,NA,45.12345136,-61.54828229
147,0,0,NA,NA,-0.5,0,1,1,1,NA,21.45800018,0.601999998,0.041999999,45.12687057,-61.98079369
148,0,0,NA,NA,-0.699999988,1.720467448,1,1,1,NA,21.52799988,0.467000008,0.039999999,45.12530742,-61.98215668
149,0,0,55,83,-7.565040112,1.284958124,15,0,3,0.425259203,NA,NA,NA,45.12027347,-61.54613785
150,0,0,NA,NA,-2.599999905,1.297014236,1,1,1,NA,21.57799911,0.686999977,0.041000001,45.12401161,-61.97817438
152,0,0,NA,NA,-0.699999988,NA,1,1,1,NA,21.66200066,1.907999992,0.145999998,45.12016356,-61.97067795
153,0,0,NA,NA,-0.899999976,1.437930465,2,1,1,NA,21.66399956,2.013000011,0.172999993,45.11828152,-61.97160178
154,0,0,NA,NA,-0.800000012,0,2,2,1,NA,21.60000038,2.273999929,0.158000007,45.11634728,-61.96674177
155,0,0,NA,NA,-6.599999905,2.031894684,2,2,2,NA,21.66399956,2.255000114,0.27700001,45.11478832,-61.96854976
157,0,0,62,127,-1.836166024,2.177553654,19,12,3,0.456320524,NA,NA,NA,45.10680731,-61.57762307
158,0,0,61,94,-5.141480923,2.454668999,18,2,3,0.328577012,NA,NA,NA,45.10505322,-61.53851629
159,0,0,NA,NA,-1,0,2,1,1,NA,21.6609993,2.431999922,0.26699999,45.10654972,-61.96335934
161,0,0,NA,NA,-0.899999976,1.548009515,2,1,1,NA,21.67000008,2.428999901,0.172000006,45.10500692,-61.96694638
162,0,0,103,144,-1.389421582,1.691121697,23,10,3,0.54329741,NA,NA,NA,45.09908606,-61.54000309
163,0,0,NA,NA,-6.099999905,0.80433917,-1,-3,1,NA,21.7840004,2.446000099,0.395000011,45.09930045,-61.96304569
164,0,0,607,696,-0.851512432,0.985285938,19,1,1,0.055665776,15.17800045,0.512000024,0.079000004,45.09629665,-61.72823398
166,0,0,NA,NA,-1.200000048,0.213878632,4,2,1,NA,21.81200027,2.39199996,0.316000015,45.09168756,-61.95740125
167,0,0,284,166,-3.099999905,4.158974648,3,-1,1,0.001225708,21.82600021,2.354000092,0.377000004,45.08152571,-61.94869196
168,0,0,NA,NA,-1.100000024,NA,7,1,1,0.013071226,21.3939991,3.084000111,0.150000006,45.07949549,-61.93360968
169,0,0,658,699,-0.899999976,0,7,1,1,0.00179614,21.69599915,2.743999958,0.136000007,45.07922191,-61.93806166
170,0,0,587,625,0.581599116,0.414932698,15,4,1,0.001372071,NA,NA,NA,45.07853822,-61.86692485
172,0,0,77,98,-6.350327492,5.098628998,10,2,1,0.174561858,12.04199982,0.453999996,0.052000001,45.07740329,-61.81714363
173,0,0,449,360,-2.100095272,2.596095085,14,3,1,0.001936209,NA,NA,NA,45.07657741,-61.8598489
174,0,0,329,137,-7.400000095,0.870453179,4,-2,1,0.00186983,21.48699951,3.267999887,0.181999996,45.07666041,-61.93366242
175,0,0,91,118,-5.106845856,2.368991137,12,3,3,0.187379017,12.79699993,0.674000025,0.048,45.07520752,-61.81807825
176,0,0,726,719,-0.311406136,0.409657657,8,1,1,0.019668574,21.04899979,4.017000198,0.165000007,45.07568212,-61.93012332
177,0,0,173,200,-3.097797632,2.09274888,15,3,1,0.157865718,13.6260004,0.879999995,0.044,45.07398888,-61.82210522
180,0,0,602,610,-1.299999952,0.205133632,8,1,1,0.001533392,21.3939991,3.704999924,0.143999994,45.07350202,-61.93283187
182,0,0,268,213,-6.051530838,0.143587157,10,-2,1,0.002265108,NA,NA,NA,45.07276184,-61.85636766
184,0,0,NA,NA,-0.104233392,NA,16,4,1,0.000309428,NA,NA,NA,45.07259721,-61.87148864
185,0,0,199,119,-6.095774651,2.697880745,11,-1,1,0.001610666,NA,NA,NA,45.07156842,-61.86306092
187,0,0,673,651,-0.758152902,0.270777166,17,1,1,0.001200973,NA,NA,NA,45.07131333,-61.83772217
190,0,0,449,325,-2.570971966,2.020982981,16,0,1,0.001197565,NA,NA,NA,45.07071045,-61.84040213
192,0,0,387,349,-3.400000095,0.765763283,7,-1,1,0.002262956,19.74399948,6.508999825,0.175999999,45.07055414,-61.92088193
193,0,0,710,692,0,0,11,1,1,0.002271096,18.95000076,6.497000217,0.187999994,45.07049939,-61.91510288
196,0,0,557,521,-0.300000012,1.858151555,11,1,1,0.002138633,18.37400055,6.428999901,0.263000011,45.06890745,-61.91335456
197,0,0,437,362,-1.967549324,1.813241124,16,3,1,0.001390655,NA,NA,NA,45.06806351,-61.85912898
199,0,0,357,420,-1.302309036,1.104951739,18,4,3,0.182810619,14.06900024,1.200999975,0.041999999,45.0656524,-61.83872607
200,0,0,508,456,0.452972442,0.566177547,18,5,3,0.217321336,14.19400024,1.177999973,0.055,45.06492709,-61.8294046
201,0,0,77,117,-5.140047073,1.652167559,12,2,3,0.220412776,12.94699955,0.768999994,0.082000002,45.06481264,-61.8182925
204,0,0,170,203,-4.253579617,0.686397612,13,0,1,0.195776209,13.50699997,0.994000018,0.037999999,45.06221449,-61.84146303
206,0,0,741,725,-0.300000012,0,13,1,1,0.021453789,16.91200066,6.03399992,0.259000003,45.06160716,-61.90771368
