,X,PA,cover,suitability8,suitability9,bathy_m,slope,bpi_broad,bpi_fine,sub_type,rei,temp1m_median,temp1m_qrange,ws1m_q90,coords.lat,coords.lon
299,299,0,0,52,151,-2.997889757,2.100661516,15,0,3,0.155802146,12.78899956,1.144000053,0.104999997,44.80473768,-62.54678288
300,300,0,0,281,316,-2.952956915,1.739255786,12,0,1,0.001631753,13.84300041,0.964999974,0.118000001,44.8044455,-62.64193842
301,301,0,0,307,437,-1.753173828,0.703689575,13,1,1,0.001102364,13.79399967,1.116999984,0.064000003,44.80226333,-62.64947538
302,302,0,0,247,183,-3.303248644,0.6913082,15,0,2,0.186621711,12.58899975,1.235000014,0.052999999,44.8015975,-62.54946277
303,303,0,0,33,59,-5.027970314,2.327304602,14,4,2,0.368462473,11.56499958,1.407999992,0.041999999,44.79723813,-62.56277224
304,304,0,0,75,414,-2.565834284,1.587551951,12,1,3,0.030982999,13.99499989,1.366000056,0.07,44.79448108,-62.68182479
307,307,0,0,72,185,1,8.074457169,19,16,0,0.264363945,10.06900024,1.335999966,0.050999999,44.78138106,-62.62217315
308,308,0,0,36,147,-7.973174095,3.224961042,7,1,3,0.034839816,10.64799976,1.40199995,0.039999999,44.78037131,-62.70756087
309,309,0,0,148,136,-7.044773102,0.449533761,11,-1,1,0.1223066,11.19299984,0.967999995,0.083999999,44.77775461,-62.67218453
311,311,0,0,218,185,-4.829893589,2.741820812,8,3,3,0.017612245,10.57600021,0.883000016,0.055,44.77636245,-62.74385453
313,313,0,0,99,532,-0.673525393,2.047018766,12,3,2,0.002865719,13.07499981,1.309999943,0.155000001,44.77324067,-62.75713837
316,316,0,0,295,284,-4.932470322,0.057970699,-1,0,1,0.003901636,16.88699913,0.709999979,0.034000002,44.76971362,-63.03138414
317,317,0,0,45,136,-4.665659904,5.445517063,11,9,0,0.12567766,10.41499996,0.851999998,0.063000001,44.76811763,-62.72133388
318,318,0,0,41,122,-5.368802547,2.4697752,10,7,2,0.10593012,10.40100002,0.847000003,0.043000001,44.76622933,-62.72222752
319,319,0,0,210,251,-9.756685257,0.067696504,1,0,1,0.011468626,11.16100025,0.972000003,0.079999998,44.76543906,-62.79564903
322,322,0,0,135,152,-6.784888744,1.212717295,6,0,1,0.005208494,11.82499981,1.085000038,0.071000002,44.75754345,-62.78550591
323,323,0,0,97,508,-2.665659428,3.223941565,13,3,1,0.003694355,12.93400002,1.039000034,0.054000001,44.75680953,-62.73598115
324,324,0,0,64,369,-3.574845791,4.367881298,13,0,1,0.00230111,13.43000031,1.215000033,0.027000001,44.75616385,-62.72935102
325,325,0,0,524,497,-0.259319782,2.792854071,13,3,2,0.002562886,12.72799969,1.425999999,0.089000002,44.75409225,-62.79347807
329,329,0,0,417,404,-2.434602261,0.851291895,4,1,1,0.005074814,14.64700031,2.684999943,0.125,44.74419194,-63.03181245
331,331,0,0,36,70,-3.838727951,2.133253098,14,9,3,0.299685657,10.44099998,0.966000021,0.071999997,44.74164898,-62.72057687
332,332,0,0,427,510,0.205351233,0.344862252,4,1,0,0.000782815,20.84900093,3.349999905,0.377000004,44.74035165,-63.12066925
335,335,0,0,477,477,0.212010458,0.181516841,5,0,0,0.000606376,20.75200081,3.845999956,0.365999997,44.73783285,-63.11889575
337,337,0,0,330,372,-1.957541108,0.804677546,6,0,1,0.002442983,15.96899986,1.830000043,0.122000001,44.73473973,-63.03092318
340,340,0,0,208,178,-8.253155708,0.178245768,7,0,1,0.101440996,10.54300022,0.92900002,0.059,44.73238526,-62.81300437
341,341,0,0,NA,NA,1,0.740296245,18,6,1,NA,12.4460001,1.171000004,0.048,44.73200508,-62.77675991
343,343,0,0,NA,NA,1,NA,7,1,1,0.002212029,20.11000061,6.096000195,0.377999991,44.73059312,-63.11180876
344,344,0,0,609,528,0.166844442,1.550603628,11,3,1,0.002509598,15.50899982,3.223999977,0.291999996,44.73033104,-63.01987064
346,346,0,0,624,629,0.817964256,0.460001022,7,1,1,0.002498039,19.30900002,5.951000214,0.256999999,44.72902441,-63.10473377
351,351,0,0,75,410,-1.321126103,0.837304711,15,4,3,0.001297513,11.9090004,1.128000021,0.035,44.72609079,-62.81744441
352,352,0,0,583,473,-0.1978378,0.939942062,12,3,1,0.002072274,14.62300014,4.632999897,0.458000004,44.72592089,-63.01279754
353,353,0,0,416,249,-1.214796543,0.985154092,14,4,1,0.16704616,11.56200027,1.440999985,0.085000001,44.72590158,-62.93235825
356,356,0,0,587,497,-0.493823797,0.41030249,12,3,1,0.002036218,14.36200047,4.659999847,0.414999992,44.72466079,-63.01058744
359,359,0,0,407,267,-1.322195172,0.536633849,15,1,1,0.215488166,12.41899967,1.58099997,0.068999998,44.72303577,-62.89302785
364,364,0,0,37,85,-3.6897645,2.020292282,13,5,3,0.259214997,10.69699955,1.215000033,0.075999998,44.7199015,-62.91247847
367,367,0,0,573,612,0.396842808,0.162694782,9,0,1,0.001541509,18.7140007,5.06799984,0.170000002,44.71924886,-63.11311268
368,368,0,0,653,625,1,0.582878411,10,2,3,0.002782667,18.06699944,6.830999851,1.485000014,44.71926646,-63.09366808
369,369,0,0,NA,NA,1,NA,9,0,0,0.000956551,19.69099998,3.654000044,0.151999995,44.71829165,-63.12460064
370,370,0,0,687,589,1,0.089427277,9,0,1,0.001568065,19.96500015,3.640000105,0.151999995,44.71765708,-63.12857648
371,371,0,0,665,535,1,0,10,0,0,0.000511924,18.56900024,3.938999891,0.086999997,44.71703466,-63.12150459
372,372,0,0,363,411,-1.161505818,1.241098881,17,0,0,0.001233084,14.56499958,3.108999968,0.068999998,44.71694773,-62.81393791
373,373,0,0,214,61,-4.61211729,1.508031845,14,12,3,0.408140749,9.592000008,1.069000006,0.085000001,44.71624933,-62.7759367
375,375,0,0,NA,NA,1,NA,9,0,1,NA,19.96500015,3.640000105,0.151999995,44.71607865,-63.13122438
376,376,0,0,761,700,0.653632462,0.354315132,11,2,1,0.032286711,16.97400093,6.760000229,0.51700002,44.7151763,-63.08614931
381,381,0,0,462,468,0.527696192,0.219597027,10,0,1,0.000580946,18.19799995,4.131999969,0.196999997,44.71357824,-63.11221788
385,385,0,0,675,643,0.675533712,0.81414324,20,2,1,0.061863672,13.61100006,1.791000009,0.090000004,44.71035779,-62.8311914
388,388,0,0,260,480,1,0.622909606,21,1,2,0.000465211,13.09200001,1.565000057,0.207000002,44.71005911,-62.84268046
391,391,0,0,52,144,-1.157525063,1.540143967,16,5,1,0.231561869,11.43400002,1.337000012,0.082999997,44.70984887,-62.97170177
392,392,0,0,627,474,-2.219312906,0.089685835,14,3,1,0.126883253,12.61800003,3.463000059,0.356000006,44.7095371,-63.00660803
395,395,0,0,NA,NA,0.69142884,4.007771969,20,10,3,NA,10.0880003,1.210000038,0.092,44.70885326,-62.88907737
401,401,0,0,575,640,0.248826802,0.742463768,20,2,3,0.156173155,13.44999981,1.541000009,0.097999997,44.70751677,-62.82766498
411,411,0,0,661,610,-2.300977945,0.213734552,18,0,1,0.075345054,12.62899971,1.480000019,0.209999993,44.70439004,-62.84446305
420,420,0,0,30,68,-5.826982021,2.359621048,14,7,3,0.229082927,9.975999832,1.110999942,0.104000002,44.70179522,-62.7971984
424,424,0,0,689,550,-0.605963349,0.399864167,9,0,0,0.084380537,15.63000011,6.578999996,0.25999999,44.7002659,-63.17492477
430,430,0,0,384,167,-1.07525146,3.359582901,19,7,3,0.190340117,10.38799953,1.190999985,0.135000005,44.69897633,-62.80692717
448,448,0,0,769,708,0.691811621,0.084527209,14,0,1,0.003230753,13.31299973,5.494999886,0.181999996,44.69310736,-63.10201867
449,449,0,0,475,272,0.177262023,1.72290647,23,13,3,0.127995461,10.07800007,1.139000058,0.125,44.69309952,-62.88954917
450,450,0,0,326,119,-2.886972904,2.106273413,20,6,3,0.18746148,10.76599979,1.332000017,0.101999998,44.69275034,-62.85862931
452,452,0,0,723,659,0.682812512,0.011954269,14,1,1,0.00263738,13.24400043,5.117000103,0.245000005,44.69153035,-63.10378275
453,453,0,0,699,642,1,0.004081539,14,1,1,0.002487531,12.87199974,4.650000095,0.333000004,44.69090563,-63.09759773
455,455,0,0,128,411,-0.166188791,3.989276171,21,10,0,0.043190945,10.00500011,0.815999985,0.064999998,44.68999846,-62.97126974
457,457,0,0,558,303,-0.432213694,1.441141367,10,2,2,0.150493592,13.15400028,3.90899992,0.208000004,44.68798566,-63.16958758
460,460,0,0,NA,NA,-0.571225941,1.954018354,23,16,2,NA,9.550000191,1.052000046,0.128000006,44.68584867,-62.88558793
461,461,0,0,NA,NA,1,3.721085548,25,13,0,NA,10.09399986,1.550999999,0.100000001,44.6858043,-62.84760448
462,462,0,0,31,53,-6.213067532,2.308823586,18,15,3,0.520622492,8.899999619,0.861000001,0.094999999,44.67576508,-62.88472458
465,465,0,0,710,649,-1.5,0,5,0,1,0.002943974,16.64900017,2.960999966,0.045000002,44.67019678,-63.45345262
472,472,0,0,678,629,-1.5,0,6,0,1,0.002875513,15.82400036,1.590999961,0.079999998,44.66548982,-63.44855926
473,473,0,0,706,645,-1.5,0,6,0,1,0.003634737,13.48400021,0.663999975,0.037999999,44.66521586,-63.43796085
475,475,0,0,630,570,-1.500360727,0.132970065,6,0,1,0.002749532,14.87699986,0.938000023,0.037,44.66361833,-63.44368833
478,478,0,0,500,511,-1.565669656,0.506267369,8,0,1,0.003255106,15.15600014,1.019000053,0.041999999,44.65924959,-63.43261833
479,479,0,0,534,532,-1.521659851,0.372742265,8,0,1,0.003181473,14.41100025,0.995999992,0.041000001,44.65767921,-63.43128229
480,480,0,0,668,510,-1.530500889,0.101042882,9,0,1,0.003217363,14.69099998,1.251000047,0.057999998,44.65708042,-63.42289028
481,481,0,0,365,392,-1.719051242,0.56832993,9,0,1,0.002008235,15.40699959,1.832000017,0.266000003,44.65677512,-63.42023937
482,482,0,0,662,611,-1.5,0,9,0,1,0.002840929,15.40600014,1.289000034,0.035999998,44.65549684,-63.42508597
483,483,0,0,311,371,-2.089337826,0.829295456,8,0,1,0.002552597,15.56900024,1.233999968,0.029999999,44.65453675,-63.42905183
484,484,0,0,134,60,-7.207723618,2.17315793,19,21,3,0.620004356,7.593999863,1.083999991,0.143000007,44.65026507,-62.90905206
486,486,0,0,297,172,-5.365095615,4.290891171,28,29,0,0.047943641,8.321000099,0.703000009,0.061000001,44.5958449,-63.96089051
487,487,0,0,NA,NA,-2.951727629,5.792483807,34,23,0,NA,9.088999748,0.81099999,0.028999999,44.57992682,-64.05100573
490,490,0,0,244,137,-4.603461266,1.728978515,33,10,0,0.151643559,9.961000443,1.036999941,0.092,44.54108207,-63.95338066
491,491,0,0,495,298,-1.82479775,4.580402851,34,29,0,0.053528987,8.152999878,0.786000013,0.022,44.53738448,-64.01675873
493,493,0,0,NA,NA,-0.051319774,2.391887188,20,21,0,NA,10.15499973,0.372000009,0.046,44.50368663,-64.26713814
494,494,0,0,199,130,-7.933684349,5.238694191,16,19,0,0.058642067,9.954000473,0.455000013,0.046999998,44.49362626,-64.17667634
495,495,0,0,NA,NA,-1.053515553,NA,36,18,0,0.185123086,9.901000023,1.263000011,0.052000001,44.49722801,-63.52342936
496,496,0,0,NA,NA,-1.354948759,NA,36,29,0,0.160434708,10.09799957,1.491999984,0.027000001,44.48520393,-63.53432563
497,497,0,0,126,517,0.250921488,4.301434994,24,18,0,0.014590557,10.68500042,1.208999991,0.078000002,44.47480608,-64.13713155
499,499,0,0,52,78,-2.208364964,4.962407589,36,18,0,0.376310796,10.11999989,1.574000001,0.068999998,44.47758365,-63.54657874
500,500,0,0,83,392,-1.219045043,1.43550384,36,7,0,0.08484026,10.2869997,1.424000025,0.048,44.47360854,-63.58570743
501,501,0,0,93,428,-2.975396395,2.209631681,37,2,2,0.002060387,12.1619997,1.20599997,0.072999999,44.45953012,-63.73207308
502,502,0,0,113,552,0.326478004,2.898095131,40,5,2,0.001622854,13.39700031,1.460999966,0.064000003,44.45891686,-63.72942569
503,503,0,0,96,456,-0.236047074,1.896009684,39,3,2,0.001193762,14.99800014,1.707000017,0.039999999,44.45894767,-63.72458657
505,505,0,0,NA,NA,-0.687455356,NA,40,5,2,0.080574922,11.58699989,1.345000029,0.072999999,44.45728498,-63.73820422
506,506,0,0,94,530,-1.522719502,1.31625104,38,1,2,0.084175676,12.00399971,1.523000002,0.018999999,44.45738902,-63.72192764
507,507,0,0,NA,NA,-2.866312504,NA,38,6,2,0.094945073,11.41600037,1.557999969,0.07,44.45631982,-63.7412716
508,508,0,0,85,361,-4.311228752,7.58438015,28,8,0,0.002977435,10.05099964,1.095999956,0.079000004,44.45586869,-63.66075841
509,509,0,0,82,360,-4.083210468,6.968214035,37,1,2,0.001131259,11.99100018,1.355999947,0.061999999,44.4550965,-63.73553709
511,511,0,0,90,345,0.860437691,1.576188326,40,6,2,0.148382455,11.05799961,1.279999971,0.035999998,44.45425771,-63.71880962
512,512,0,0,83,418,-3.045062304,3.929409742,38,3,2,0.029984951,12.06700039,1.353999972,0.068000004,44.45320607,-63.73551336
513,513,0,0,NA,NA,-0.88165617,NA,39,4,3,0.106621623,11.52299976,1.472000003,0.061999999,44.45204389,-63.72010217
515,515,0,0,87,404,-1.360963821,2.576372862,39,2,2,0.104507573,12.19099998,1.875,0.166999996,44.45045464,-63.7222821
516,516,0,0,NA,NA,0.067105651,NA,41,9,1,NA,10.86200047,1.389999986,0.071999997,44.44942521,-63.73546591
517,517,0,0,90,314,-5.813249111,10.14277077,34,3,0,0.003763595,10.19699955,1.069000006,0.071000002,44.44956471,-63.71347345
518,518,0,0,89,375,-2.437630415,4.33702755,38,1,1,0.000973168,12.95400047,1.743999958,0.131999999,44.44914401,-63.73018381
519,519,0,0,NA,NA,-0.548084617,NA,40,2,2,0.000709879,12.91800022,1.934000015,0.282999992,44.44884858,-63.72710098
520,520,0,0,330,113,-2.585891724,2.804981232,20,11,0,0.204064623,10.68500042,0.814999998,0.101999998,44.44514013,-64.14183402
521,521,0,0,137,599,0.743315399,2.422912598,41,4,1,0.030409001,11.79199982,1.549999952,0.082000002,44.44792292,-63.72401039
523,523,0,0,89,367,-2.813938141,4.508822918,19,10,0,0.012013443,11.08600044,0.967999995,0.107000001,44.4285569,-64.13007822
525,525,0,0,609,396,-0.556851327,3.53583622,16,12,2,0.040478449,10.82299995,0.800000012,0.037999999,44.41182185,-64.25416264
527,527,0,0,574,440,0.600749612,1.251664042,17,12,2,0.044459891,11.48900032,1.023000002,0.064000003,44.41122555,-64.25107273
536,536,0,0,380,479,-0.721182883,0.493998587,11,5,1,0.001393646,15.93599987,1.286999941,0.054000001,44.40062509,-64.29743544
537,537,0,0,256,389,-0.054137409,1.221991539,11,2,1,0.000848887,18.60199928,3.003999949,0.086999997,44.3994131,-64.32070249
539,539,0,0,NA,NA,0.639007568,NA,15,5,1,0.000781733,16.23699951,2.14199996,0.045000002,44.39958793,-64.27763466
540,540,0,0,322,554,0.436118603,0.510254979,15,2,3,0.000882509,14.44200039,3.127000093,0.086999997,44.39970542,-64.26708901
541,541,0,0,NA,NA,1,NA,15,5,1,0.000561475,15.02000046,2.720999956,0.098999999,44.39869193,-64.27322015
544,544,0,0,36,93,-4.153067589,3.117757082,14,5,0,0.206291586,12.23099995,0.90200001,0.145999998,44.399417,-64.20643084
545,545,0,0,343,369,-1.824211121,4.400085926,12,3,1,0.001470025,14.85700035,1.480999947,0.083999999,44.39829832,-64.28024358
552,552,0,0,NA,NA,0.443232119,1.750447273,15,4,1,NA,13.86699963,2.349999905,0.130999997,44.39496055,-64.26874449
555,555,0,0,332,336,-1.068038464,2.759481907,11,4,1,0.001175811,15.83600044,1.194000006,0.101000004,44.39091426,-64.29238698
556,556,0,0,385,409,-0.806218386,3.917162895,13,3,3,0.001448755,14.0170002,2.319000006,0.441000015,44.39114607,-64.27173818
560,560,0,0,369,484,-0.21946156,0.154909506,10,0,1,0.000834808,20.41399956,2.190999985,0.037,44.38314855,-64.31023086
561,561,0,0,340,351,-0.967846751,3.396424532,11,0,1,0.001219749,16.7329998,2.012000084,0.072999999,44.38340833,-64.28738855
562,562,0,0,NA,NA,0.402026802,NA,12,1,1,0.001178847,19.4829998,2.473999977,0.055,44.382954,-64.29968133
563,563,0,0,321,364,-0.46014908,1.300760746,10,0,1,0.000819891,19.99799919,2.141000032,0.046,44.38224376,-64.30669566
564,564,0,0,NA,NA,-0.187489823,1.480282903,11,1,1,NA,18.62400055,2.14199996,0.072999999,44.37947877,-64.30048315
565,565,0,0,NA,NA,0.23753567,NA,13,1,1,0.000334755,18.29899979,3.726000071,0.156000003,44.37967749,-64.28291319
566,566,0,0,85,336,-1.326499581,2.497881889,16,3,2,0.111280799,12.59599972,1.756000042,0.037,44.37638255,-64.20947241
567,567,0,0,60,219,-4.56124258,0.515444279,13,0,3,0.137306929,11.82900047,1.222000003,0.067000002,44.37641043,-64.20683697
569,569,0,0,NA,NA,0.124733448,3.409065485,17,4,2,NA,12.25899982,1.809000015,0.071999997,44.37449236,-64.20943349
570,570,0,0,74,289,-0.844494522,0.97146368,17,6,3,0.151546374,12.29399967,1.383000016,0.126000002,44.37454805,-64.20416279
571,571,0,0,118,460,0.027802741,1.402339935,18,5,3,0.029616555,12.16100025,1.468000054,0.046,44.37389017,-64.2067852
572,572,0,0,466,597,-1.273598671,1.74833405,15,0,1,0.006803234,12.93900013,2.030999899,0.059999999,44.37344922,-64.21863759
573,573,0,0,NA,NA,0.043393224,NA,17,1,1,0.001253535,13.51200008,2.265000105,0.068000004,44.37347731,-64.21600229
576,576,0,0,66,287,-3.475723028,6.469112396,14,2,3,0.09223327,11.75800037,1.187999964,0.068000004,44.3713931,-64.20453743
577,577,0,0,129,492,-0.270251542,2.380839586,18,5,3,0.055982266,12.03800011,1.361999989,0.078000002,44.36857632,-64.20272259
578,578,0,0,NA,NA,-0.220042318,NA,18,4,3,0.032988504,13.09000015,3.098999977,0.090999998,44.36698727,-64.20400786
581,581,0,0,NA,NA,0.105475016,2.218449116,18,1,1,NA,14.41499996,2.358999968,0.118000001,44.36407303,-64.21141528
582,582,0,0,82,409,-2.443490267,1.266751051,19,8,0,0.054715022,10.86600018,1.373999953,0.150999993,44.36437224,-64.18287055
583,583,0,0,48,174,-3.488398075,1.013925672,15,0,2,0.153378353,11.86200047,1.582000017,0.092,44.36352654,-64.20349773
584,584,0,0,60,222,-3.828578711,3.415319681,15,-1,2,0.117905311,12.08600044,1.601999998,0.086000003,44.36163171,-64.20389816
585,585,0,0,82,405,-3.057356119,1.892468214,15,-1,3,0.012999415,12.57800007,1.667999983,0.086999997,44.35942185,-64.20429211
586,586,0,0,179,656,-0.561364472,0.360933691,18,1,2,0.05194227,12.81700039,1.89199996,0.119000003,44.35690621,-64.20380139
587,587,0,0,69,391,-0.299552053,0.831317067,19,2,3,0.189265385,12.60000038,1.916000009,0.162,44.35598423,-64.2015866
588,588,0,0,71,385,-0.743061841,0.661363006,18,2,3,0.179415077,12.37899971,1.876000047,0.134000003,44.35377437,-64.2019806
589,589,0,0,118,358,-0.696489215,2.767301798,10,10,0,0.04267893,10.41699982,1.07099998,0.063000001,44.33147388,-64.28230075
590,590,0,0,NA,NA,-0.628148973,NA,13,13,0,NA,9.241000175,0.888999999,0.093000002,44.32542727,-64.25934342
592,592,0,0,NA,137,-2.921020746,2.451047897,23,4,0,0.167603433,11.44699955,1.536000013,0.103,44.31751323,-64.17402853
593,593,0,0,106,393,-1.702098966,2.822525978,20,7,0,0.042190708,10.78600025,1.18599999,0.046999998,44.29246948,-64.2476711
594,594,0,0,80,329,-1.832033873,2.79480958,23,5,0,0.092560604,10.65600014,1.386999965,0.059999999,44.27136231,-64.2472244
596,596,0,0,506,430,-2.45227623,2.547243834,11,3,3,0.005904207,11.63000011,1.493000031,0.082999997,44.2547547,-64.34990364
597,597,0,0,234,253,-5.093735218,0.355546445,8,0,1,0.004806346,12.53499985,1.031999946,0.098999999,44.25220342,-64.35247572
598,598,0,0,102,385,-1.283835053,3.455479383,16,6,0,0.059167866,10.65699959,1.643000007,0.144999996,44.24962561,-64.33049719
601,601,0,0,661,553,-1.499797344,0.149799928,12,0,1,0.003306717,15.04599953,1.720000029,0.100000001,44.23800704,-64.38020178
602,602,0,0,45,127,-3.178816795,4.16351366,22,9,0,0.159812912,9.585000038,1.393000007,0.119000003,44.23826969,-64.27632976
603,603,0,0,570,302,-1.449917436,1.812583208,10,1,1,0.109865747,12.54199982,1.625,0.029999999,44.23359651,-64.40595657
604,604,0,0,247,211,-4.358677864,0.680938542,9,0,1,0.106526382,12.46199989,1.67900002,0.039999999,44.23116783,-64.39844846
605,605,0,0,394,314,-5.133450031,0.116353393,13,0,1,0.068248861,10.68700027,1.786999941,0.147,44.2285768,-64.35193448
606,606,0,0,NA,NA,-1.770813584,NA,18,3,3,0.107083805,10.01900005,1.921000004,0.164000005,44.22580886,-64.34617436
613,613,0,0,657,544,-1.638461947,0.123999074,19,0,1,0.002998233,14.7489996,2.736000061,0.083999999,44.20979755,-64.3677142
614,614,0,0,62,193,-4.634174347,5.145845413,15,3,1,0.078680918,10.33600044,1.508999944,0.050000001,44.20823581,-64.39264869
615,615,0,0,121,464,-0.274013519,3.159590244,20,6,3,0.030623248,10.88899994,1.741999984,0.050000001,44.20287516,-64.39296042
616,616,0,0,64,349,-2.849796772,0.952680945,19,4,3,0.11214716,10.82499981,1.57099998,0.061999999,44.19018879,-64.39966869
617,617,0,0,58,196,-1.894237995,1.490681648,21,5,3,0.153700694,10.40799999,1.649999976,0.074000001,44.18450773,-64.40041004
619,619,0,0,NA,NA,1,NA,6,1,1,0.001225238,20.13199997,3.476000071,0.086999997,44.15962543,-64.59198057
621,621,0,0,NA,NA,0.344742835,NA,6,1,1,NA,19.77400017,3.404000044,0.086999997,44.15775985,-64.59017957
622,622,0,0,NA,NA,1,NA,17,1,1,0.000887821,16.95999908,3.236999989,0.032000002,44.15760437,-64.53239831
624,624,0,0,573,527,-0.059774637,1.13812387,6,1,0,0.014265144,19.35499954,2.996000051,0.077,44.15553662,-64.59143292
625,625,0,0,NA,NA,1,1.720207572,17,2,2,NA,16.95999908,3.236999989,0.032000002,44.15571436,-64.53234939
632,632,0,0,465,493,-1.079778433,0.219695225,15,0,1,0.002262967,17.35899925,3.611000061,0.056000002,44.15290867,-64.53008842
633,633,0,0,NA,NA,0.503647745,NA,3,1,1,0.001068018,20.10899925,3,0.044,44.15080132,-64.61450134
638,638,0,0,NA,NA,1,NA,5,1,1,NA,19.60700035,3.028000116,0.054000001,44.14863347,-64.61181639
641,641,0,0,361,496,-1.404920101,0.211678237,4,0,1,0.002671517,17.92399979,2.150000095,0.109999999,44.14783004,-64.60172898
644,644,0,0,380,444,-0.491729051,0.872286916,5,0,1,0.001345879,18.51300049,2.128999949,0.044,44.14623053,-64.6034362
645,645,0,0,547,616,-0.392125219,1.711633086,17,0,1,0.002909728,16.80699921,3.803999901,0.077,44.14697631,-64.52599649
647,647,0,0,442,513,-0.972740591,0.328809321,6,0,1,0.002819688,17.20499992,1.771999955,0.082999997,44.14536525,-64.59772378
651,651,0,0,313,414,-1.671494842,0.76343292,16,0,2,0.000748237,16.32799911,3.607000113,0.188999996,44.14288711,-64.52545353
653,653,0,0,NA,NA,-0.1015049,NA,8,1,1,0.000564521,17.61599922,3.984999895,0.171000004,44.13593994,-64.59571937
654,654,0,0,NA,NA,0.752568483,NA,9,1,1,0.000486489,17.81500053,4.087999821,0.209999993,44.13434052,-64.59742642
655,655,0,0,NA,NA,0.93545723,2.097793102,10,2,2,NA,17.04999924,4.574999809,0.152999997,44.13314163,-64.59301886
656,656,0,0,530,469,-0.658269882,0.553287029,9,0,0,0.00208965,17.75300026,3.686000109,0.182999998,44.12994285,-64.59643286
658,658,0,0,179,94,-5.907782555,1.050748944,13,10,3,0.17691718,10.24499989,0.643000007,0.075999998,43.92473861,-64.79192557
659,659,0,0,268,179,-4.415467262,0.654941142,15,8,3,0.140336856,10.66899967,0.825999975,0.101000004,43.919151,-64.78652641
660,660,0,0,199,164,-9.536013603,10.31667709,8,4,3,0.103293113,9.836000443,0.535000026,0.059999999,43.91854146,-64.80525383
661,661,0,0,74,289,-2.600239992,2.540680885,11,7,3,0.066563025,10.39299965,0.693000019,0.039999999,43.91631922,-64.82611121
663,663,0,0,576,277,-1.156167388,1.623359203,17,10,3,0.123028919,10.4829998,0.744000018,0.054000001,43.91450187,-64.80164434
665,665,0,0,112,426,-0.063478023,1.433845878,20,6,0,0.072834857,12.47399998,1.746999979,0.096000001,43.90542802,-64.77739882
667,667,0,0,126,51,-8.927987099,5.055151939,12,8,3,0.32907784,10.04899979,1.136999965,0.045000002,43.90419665,-64.75513428
668,668,0,0,70,289,-4.292754173,2.392792463,13,5,1,0.004792792,11.01900005,0.824999988,0.027000001,43.89710965,-64.80547757
669,669,0,0,176,97,-5.332681179,1.9234761,14,1,1,0.160419717,10.88700008,1.174000025,0.135000005,43.89653404,-64.7819278
674,674,0,0,559,584,-0.14391242,0.816351712,4,0,1,0.003434399,22.67099953,3.038000107,0.105999999,43.87275481,-64.90798162
681,681,0,0,786,761,0.539223433,0.135947615,8,1,1,0.003977562,21.05800056,3.282999992,0.246000007,43.8679329,-64.89476049
684,684,0,0,695,584,-1.68908453,0.063258246,8,0,1,0.030131271,19.80500031,3.868000031,0.147,43.86146283,-64.88584494
685,685,0,0,44,74,-2.814438581,1.474773407,15,7,3,0.471701205,11.94799995,1.430999994,0.130999997,43.86242137,-64.7870086
686,686,0,0,44,100,-2.839329004,3.330583096,15,2,3,0.289107412,12.61699963,1.86500001,0.077,43.86159325,-64.79961423
688,688,0,0,32,55,-5.440760136,2.04258275,12,5,3,0.459088176,11.31599998,1.180999994,0.078000002,43.85820384,-64.7947217
692,692,0,0,660,618,-2.107320547,0.203563869,11,0,1,0.055864312,17.11700058,4.284999847,0.155000001,43.84988823,-64.88069019
695,695,0,0,50,88,-1.731492996,1.885481596,16,6,3,0.365728915,11.51000023,1.088000059,0.064999998,43.84887059,-64.8070694
696,696,0,0,69,176,0.324955285,1.73956275,18,8,0,0.26071471,11.56900024,1.103000045,0.079999998,43.8469532,-64.80875319
700,700,0,0,659,578,-0.726617873,0.087721325,7,0,1,0.002867941,19.48800087,4.375,0.182999998,43.84166942,-64.9387733
701,701,0,0,312,104,-2.116874218,1.826483369,16,3,1,0.304636627,13.15200043,1.588000059,0.071000002,43.84291746,-64.82474078
703,703,0,0,36,60,-4.195631981,2.996720314,14,6,3,0.44698441,11.3210001,1.269000053,0.135000005,43.84093422,-64.81074818
704,704,0,0,549,476,-0.081867799,0.957818687,7,1,1,0.002202428,20.04700089,4.195000172,0.268000007,43.83773459,-64.94778829
707,707,0,0,308,236,-4.731768131,0.051788393,13,0,1,0.135243148,13.62899971,2.838000059,0.127000004,43.83685972,-64.86809103
710,710,0,0,130,55,-11.64400291,4.058030128,7,5,3,0.486189336,10.42199993,0.889999986,0.090999998,43.83202516,-64.81613779
711,711,0,0,157,95,-6.424393654,0.272306293,11,-1,1,0.194325045,13.06499958,2.46600008,0.128000006,43.83083981,-64.87007971
717,717,0,0,117,69,-7.091434956,1.063377976,11,1,3,0.246368334,12.8380003,1.465999961,0.078000002,43.82068967,-64.87411507
720,720,0,0,112,61,-9.150611877,4.111134529,9,0,3,0.245571077,12.22900009,1.383000016,0.071999997,43.81844923,-64.87622104
722,722,0,0,55,123,-3.693234444,0.257196724,16,2,3,0.301709443,14.25500011,1.603999972,0.093000002,43.81759386,-64.85138734
724,724,0,0,300,266,-4.288445473,1.019981623,12,-1,1,0.053638346,14.70400047,4.823999882,0.333000004,43.81098071,-64.92733607
725,725,0,0,34,70,-5.631814957,3.09808445,13,3,3,0.23134166,13.57400036,1.215000033,0.037,43.80978769,-64.88552313
